d_0011,infusion drotrecogin alfa activated
d_9425,psychiatric drug therapy
d_9462,alcohol detoxification
d_9465,drug detoxification
d_9468,combined alcohol drug detoxification
d_94800,burn degree involving less percent body surface
d_95200,level unspecified spinal cord injury
d_9543,audiological evaluation
d_9547,hearing examination otherwise specified
d_9552,injury ulnar nerve
d_9553,injury radial nerve
d_9563,injury peroneal nerve
d_9584,traumatic shock
d_9588,early complications trauma
d_95892,traumatic compartment syndrome lower extremity
d_95893,traumatic compartment syndrome abdomen
d_95912,injury abdomen
d_9597,knee leg ankle foot injury
d_9604,insertion endotracheal tube
d_9605,intubation respiratory tract
d_9606,insertion sengstaken tube
d_9607,insertion naso-gastric tube
d_9608,insertion naso-intestinal tube
d_9609,insertion rectal tube
d_9623,dilation anal sphincter
d_9623,poisoning insulins antidiabetic agents
d_9627,manual reduction hernia
d_9633,gastric lavage
d_9634,irrigation naso-gastric tube
d_9636,irrigation gastrostomy enterostomy
d_9638,removal impacted feces
d_9648,irrigation indwelling urinary catheter
d_9649,genitourinary instillation
d_96500,poisoning opium alkaloids unspecified
d_96501,poisoning heroin
d_96502,poisoning methadone
d_96509,poisoning opiates related narcotics
d_9651,poisoning salicylates
d_9654,poisoning aromatic analgesics elsewhere
d_9655,tracheostomy toilette
d_9656,lavage bronchus trachea
d_9658,poisoning specified analgesics antipyretics
d_9659,irrigation wound
d_966,enteral infusion concentrated nutritional substances
d_9663,poisoning unspecified anticonvulsants
d_9671,continuous invasive mechanical ventilation less cons
d_9672,continuous invasive mechanical ventilation consecutive ho
d_9678,poisoning sedatives hypnotics
d_9679,poisoning unspecified sedative hypnotic
d_9680,poisoning central nervous system muscle-tone depressants
d_9684,poisoning unspecified general anesthetics
d_96909,poisoning antidepressants
d_9693,poisoning antipsychotics neuroleptics major tranq
d_9694,poisoning benzodiazepine-based tranquilizers
d_9701,replacement naso-gastric esophagostomy tube
d_9702,replacement gastrostomy tube
d_9703,replacement tube enterostomy device small intestine
d_9705,replacement stent tube biliary pancreatic duct
d_97081,poisoning cocaine
d_9713,poisoning sympatholytics antiadrenergics
d_9723,replacement tracheostomy tube
d_9726,poisoning antihypertensive agents
d_9729,poisoning unspecified agents primarily affecting th
d_9729,nonoperative replacements
d_9737,removal tracheostomy tube
d_9741,removal thoracotomy tube pleural cavity drain
d_9744,nonoperative removal heart assist system
d_9749,removal device thorax
d_9751,removal gastrostomy tube
d_9754,poisoning antitussives
d_9755,removal t-tube bile duct tube liver tube
d_9756,removal pancreatic tube drain
d_9761,removal pyelostomy nephrostomy tube
d_9762,removal ureterostomy tube ureteral catheter
d_9782,removal peritoneal drainage device
d_9788,removal external immobilization device
d_9802,removal intraluminal foreign body esophagus inci
d_9802,toxic effect isopropyl alcohol
d_9803,removal intraluminal foreign body stomach small inte
d_9815,removal intraluminal foreign body trachea bronchus
d_9900,perioperative autologous transfusion whole blood blood com
d_9901,exchange transfusion
d_9904,transfusion packed cells
d_9905,transfusion platelets
d_9906,transfusion coagulation factors
d_9907,transfusion serum
d_9909,transfusion substance
d_9910,injection infusion thrombolytic agent
d_9912,immunization allergy
d_9914,injection infusion immunoglobulin
d_9915,parenteral infusion concentrated nutritional substances
d_9916,hypothermia
d_9917,injection insulin
d_9919,injection anticoagulant
d_9920,injection infusion platelet inhibitor
d_9921,injection antibiotic
d_9923,injection steroid
d_9925,injection infusion cancer chemotherapeutic substance
d_9928,injection infusion biological response modifier brm
d_9929,injection infusion therapeutic prophylactic subst
d_9939,administration diphtheria-tetanus-pertussis combined
d_9941,drowning nonfatal submersion
d_9941,administration poliomyelitis vaccine
d_9950,anaphylactic reaction
d_9951,angioneurotic edema elsewhere
d_9952,prophylactic vaccination against influenza
d_99529,unspecified adverse effect drug medicinal biologic
d_9955,prophylactic administration vaccine against diseases
d_99590,systemic inflammatory response syndrome unspecified
d_99591,sepsis
d_99592,severe sepsis
d_99593,systemic inflammatory response syndrome due noninfectious pro
d_9960,cardiopulmonary resuscitation otherwise specified
d_99601,mechanical complication due cardiac pacemaker electrode
d_99602,mechanical complication due heart valve prosthesis
d_99603,mechanical complication due coronary bypass graft
d_99604,mechanical complication automatic implantable cardiac defibri
d_99609,mechanical complication cardiac device implant gr
d_9961,atrial cardioversion
d_9961,mechanical complication vascular device implant
d_9962,electric countershock heart
d_9962,mechanical complication nervous system device implant
d_99631,mechanical complication due urethral indwelling catheter
d_99639,mechanical complication genitourinary device implant
d_99642,dislocation prosthetic joint
d_99644,peri-prosthetic fracture around prosthetic joint
d_99649,mechanical complication internal orthopedic devic
d_99652,mechanical complication due graft tissue elsewh
d_99656,mechanical complication due peritoneal dialysis catheter
d_99657,mechanical complication due insulin pump
d_99659,mechanical complication due implant internal device
d_99661,infection inflammatory reaction due cardiac device impla
d_99662,infection inflammatory reaction due vascular device
d_99663,infection inflammatory reaction due nervous system device
d_99664,infection inflammatory reaction due indwelling urinary ca
d_99665,infection inflammatory reaction due genitourinary
d_99666,infection inflammatory reaction due internal joint prosth
d_99667,infection inflammatory reaction due internal orthop
d_99668,infection inflammatory reaction due peritoneal dialysis
d_99669,infection inflammatory reaction due internal prosth
d_99671,complications due heart valve prosthesis
d_99672,complications due cardiac device implant gr
d_99673,complications due renal dialysis device implant
d_99674,complications due vascular device implant
d_99675,complications due nervous system device implant
d_99676,complications due genitourinary device implant gr
d_99678,complications due internal orthopedic device imp
d_99679,complications due internal prosthetic device imp
d_99681,complications transplanted kidney
d_99682,complications transplanted liver
d_99685,complications transplanted bone marrow
d_99686,complications transplanted pancreas
d_99689,complications specified transplanted organ
d_9969,conversion cardiac rhythm
d_99701,central nervous system complication
d_99702,iatrogenic cerebrovascular infarction hemorrhage
d_99709,nervous system complications
d_9971,cardiac complications elsewhere
d_9971,therapeutic plasmapheresis
d_9972,peripheral vascular complications elsewhere
d_9972,therapeutic leukopheresis
d_99731,ventilator associated pneumonia
d_99739,respiratory complications
d_99749,digestive system complications
d_9975,urinary complications elsewhere
d_99762,infection chronic amputation stump
d_99769,amputation stump complication
d_9977,application administration adhesion barrier substance
d_99779,vascular complications vessels
d_9978,aquapheresis
d_9979,therapeutic apheresis
d_99799,complications affecting specified body systems elsewh
d_99809,postoperative shock
d_99811,hemorrhage complicating procedure
d_99812,hematoma complicating procedure
d_99813,seroma complicating procedure
d_9982,ultraviolet light therapy
d_9982,accidental puncture laceration during procedure elsewh
d_9983,phototherapy
d_99830,disruption wound unspecified
d_99831,disruption internal operation surgical wound
d_99832,disruption external operation surgical wound
d_9984,foreign body accidentally left during procedure
d_99851,infected postoperative seroma
d_99859,postoperative infection
d_9986,persistent postoperative fistula
d_99881,emphysema subcutaneous surgical resulting procedure
d_99883,non-healing surgical wound
d_99889,specified complications procedures elsewhere classi
d_9992,vascular complications medical care elsewhere clas
d_99931,unspecified infection due central venous catheter
d_99932,bloodstream infection due central venous catheter
d_99939,infection following infusion injection transfusion v
d_99989,transfusion reaction
d_9999,miscellaneous procedures
d_9999,unspecified complications medical care elsewhe
p_ABAC300,abacavir oral solution
p_ABAC300,abacavir sulfate
p_ACE250,acetazolamide
p_ACET1000I,acetaminophen iv
p_ACET100L,aceta
p_ACET20/4I,acetylcystei
p_ACET20/4I,norepinephrine bitartrate
p_ACET20/4I,acetylcys
p_ACET20/4I,acetylcystein
p_ACET20/4I,acetylc
p_ACET20/4I,acetylcysteine
p_ACET325,acetami
p_ACET325,tylenol
p_ACET325,ace
p_ACET650L,acetamin
p_ACET650L,acetaminophe
p_ACET650L,acet
p_ACET650L,acetam
p_ACET650R,acetaminophen
p_ACET650R,acetaminop
p_ACTHIBNEO,neo*im*haemophilus conj vac
p_ACY5O,acyclovir ointment
p_ACY5O,zovirax
p_ACYC200,acyclovir
p_ADAL30,procardia xl
p_ADAL60,nif
p_ADAL60,nifed
p_ADAL90,nifedipine cr
p_ADAL90,nifedi
p_ADEN6I,adenosine
p_ADVA100/50H,fluticasone salmeterol
p_ADVA250IH,fluticasone salmeterol diskus
p_ADVA500/50,salmeterol fluticasone
p_ADVA500/50,advair diskus
p_AGGRCAP,dipyridamole aspirin
p_ALBU17H,albuterol
p_ALBU17H,albuterol mdi
p_ALBU3H,albuterol neb soln
p_ALBU5250,alb
p_ALBU5250,albu
p_ALBU5250,albumi
p_ALBU5250,album
p_ALBU5500,albumin
p_ALBU5H,albute
p_ALBU5H,albut
p_ALBU5H,albuter
p_ALBU5H,albuterol sulfate
p_ALEN70,fosamax
p_ALEN70,alendronate sodium
p_ALLO300,allopurinol
p_ALPH0.15O,brimonidine
p_ALPH0.15O,brimonidine tartrate ophth.
p_ALPH0.15O,alphagan
p_ALPR1,alprazolam
p_ALPR25,xanax
p_ALTE1/5I,alteplase 5ml
p_ALTE1I,alteplase flush volume
p_ALTE1I,alteplase
p_ALTE1I,alteplase 1ml
p_ALUMI30L,aluminum hydroxide
p_ALUMI30L,aluminum hydroxide suspension
p_ALUMI30L,alternagel
p_AMAN100,amantadine
p_AMBI5,zolpidem tartrate
p_AMID200,amiodarone
p_AMID200,pacerone
p_AMID200,amiod
p_AMIN5,aminocaproic
p_AMIN5,aminocaproic acid
p_AMIN5,aminocapr
p_AMIN5,amicar
p_AMIO150I,amiodarone hcl
p_AMIO40L,amiodarone oral suspension
p_AMIT25,amitriptyline hcl
p_AMIT50,amitriptyline
p_AMLO5,amlodipine besylate
p_AMLO5,amlodipine
p_AMOX250,amoxicillin oral susp.
p_AMOX500,amoxicillin
p_AMOX500,amoxicillin trihydrate
p_AMP50I,amphotericin
p_AMPI500,ampicillin
p_AMPI500,ampicillin sodium
p_AMPI500,ampicil
p_ANAS1,arimidex
p_ANAS1,anastrozole
p_ANUS1O,pramoxine mineral oil zinc
p_ANUS1O,tucks
p_ANUS1O,pramoxine hcl
p_ANUS1O,tuck
p_ANUS1O,anusol ointment
p_ANUS1O,tucks hemorrhoidal oint
p_ANUSHC,anusol
p_ANUSHC,anusol hc
p_ANUSHCOINT,hydrocortisone acetate ointment
p_APAP500,tylenol pm extra strength
p_AQUA400O,aquaphor ointment
p_ARGA250I,argatroban
p_ARIP10,aripiprazole
p_ARIP15,abilify
p_ARTI3.5O,akwa tears
p_ARTI3.5O,white petrolatum mineral oil
p_ARTI3.5O,lactaid
p_ARTI3.5O,artificial tear
p_ARTI3.5O,artificial tear ointment
p_ARTTS,artifi
p_ARTTS,artificial
p_ARTTS,artificial tears
p_ARTTS,artif
p_ASA325,aspi
p_ASA325,asa
p_ASA325,aspir
p_ASA81,asp
p_ASA81,aspiri
p_ASA81,asa81
p_ASA81,aspirin childrens
p_ASAEC325,aspirin
p_ASCO500,ascorbic acid
p_ASPIDESEN,aspirin desens
p_ASPIDESEN,aspirin desensitization
p_ATAZ150,atazanavir
p_ATEN25,atenolol
p_ATOR10,lipitor
p_ATOR20,atorvastatin
p_ATOV750S,atovaquone suspension
p_ATRO1/15ES,atropine sulfate ophth
p_ATRO1/15ES,atropine
p_ATRO1I,atropine sulfate
p_AUGM500,amoxicillin clavulanic acid
p_AUGMSUSP,augmentin suspension
p_AUGMSUSP,amoxicillin clavulanate susp.
p_AZAT50,azathioprine
p_AZIT600,azithromycin
p_AZTR2I,aztreonam
p_BACI15O,bacitracin ointment
p_BACIEO,bacitracin ophthalmic oint
p_BACIEO,bacitracin
p_BACL10,baclofen
p_BACT2/15C,mupirocin
p_BACT2/15C,mupirocin calcium
p_BACT2/1O,mupirocin nasal ointment
p_BACT20L,sulfameth trime
p_BACT20L,sulfameth trimet
p_BACT20L,sulfameth tri
p_BACT20L,sulfame
p_BACT20L,bactrim
p_BACT20L,sulfameth trimethopr
p_BACT20L,sulfa
p_BACT20L,sulfameth trimethoprim suspension
p_BACT20L,sulfameth trim
p_BACT20L,bact
p_BACT20L,sulfameth
p_BACT20L,bactri
p_BACT20L,sulfameth trimetho
p_BACT20L,sulfameth trimethoprim
p_BACT20L,sulfameth trimeth
p_BACT20L,bactr
p_BACT2C,mupirocin cream
p_BACT2C,bactroban
p_BACTDS,sulfameth trimethoprim ds
p_BACTSS,sulfameth trimethoprim ss
p_BACTSS,bactrim ss
p_BACTSS,sulfamet
p_BACTSS,sulfameth trimethopri
p_BACTSSSM,sulfameth trimeth ss
